código,descriptor_es,descriptor_en
8410/31,"Carcinoma sebáceo - grado I, bien diferenciado","Sebaceous carcinoma - grade I, well differentiated"
8410/32,"Carcinoma sebáceo - grado II, moderadamente diferenciado","Sebaceous carcinoma - grade II, moderately differentiated"
8410/33,"Carcinoma sebáceo - grado III, pobremente diferenciado","Sebaceous carcinoma - grade III, poorly differentiated"
8410/34,"Carcinoma sebáceo - grado IV, indiferenciado","Sebaceous carcinoma - grade IV, undifferentiated"
8410/39,"Carcinoma sebáceo - grado o diferenciación sin determinar o sin asignar, o no procede","Sebaceous carcinoma - grade or differentiation not determined or not assigned, or not applicable"
8410/6,"Carcinoma sebáceo, metástasis","Sebaceous carcinoma, metastasis"
8413/3,Adenocarcinoma ecrino,Eccrine adenocarcinoma
8413/31,"Adenocarcinoma ecrino - grado I, bien diferenciado","Eccrine adenocarcinoma - grade I, well differentiated"
8413/32,"Adenocarcinoma ecrino - grado II, moderadamente diferenciado","Eccrine adenocarcinoma - grade II, moderately differentiated"
8413/33,"Adenocarcinoma ecrino - grado III, pobremente diferenciado","Eccrine adenocarcinoma - grade III, poorly differentiated"
8413/34,"Adenocarcinoma ecrino - grado IV, indiferenciado","Eccrine adenocarcinoma - grade IV, undifferentiated"
8413/39,"Adenocarcinoma ecrino - grado o diferenciación sin determinar o sin asignar, o no procede","Eccrine adenocarcinoma - grade or differentiation not determined or not assigned, or not applicable"
8413/6,"Adenocarcinoma ecrino, metástasis","Eccrine adenocarcinoma, metastasis"
8420/0,Adenoma ceruminoso,Ceruminous adenoma
8420/3,Adenocarcinoma ceruminoso,Ceruminous adenocarcinoma
8420/31,"Adenocarcinoma ceruminoso - grado I, bien diferenciado","Ceruminous adenocarcinoma - grade I, well differentiated"
8420/32,"Adenocarcinoma ceruminoso - grado II, moderadamente diferenciado","Ceruminous adenocarcinoma - grade II, moderately differentiated"
8420/33,"Adenocarcinoma ceruminoso - grado III, pobremente diferenciado","Ceruminous adenocarcinoma - grade III, poorly differentiated"
8420/34,"Adenocarcinoma ceruminoso - grado IV, indiferenciado","Ceruminous adenocarcinoma - grade IV, undifferentiated"
8420/39,"Adenocarcinoma ceruminoso - grado o diferenciación sin determinar o sin asignar, o no procede","Ceruminous adenocarcinoma - grade or differentiation not determined or not assigned, or not applicable"
8420/6,"Adenocarcinoma ceruminoso, metástasis","Ceruminous adenocarcinoma, metastasis"
8430/1,Tumor mucoepidermoide,Mucoepidermoid tumor
8430/3,Carcinoma mucoepidermoide,Mucoepidermoid carcinoma
8430/31,"Carcinoma mucoepidermoide - grado I, bien diferenciado","Mucoepidermoid carcinoma - grade I, well differentiated"
8430/32,"Carcinoma mucoepidermoide - grado II, moderadamente diferenciado","Mucoepidermoid carcinoma - grade II, moderately differentiated"
8430/33,"Carcinoma mucoepidermoide - grado III, pobremente diferenciado","Mucoepidermoid carcinoma - grade III, poorly differentiated"
8430/34,"Carcinoma mucoepidermoide - grado IV, indiferenciado","Mucoepidermoid carcinoma - grade IV, undifferentiated"
8430/39,"Carcinoma mucoepidermoide - grado o diferenciación sin determinar o sin asignar, o no procede","Mucoepidermoid carcinoma - grade or differentiation not determined or not assigned, or not applicable"
8430/6,"Carcinoma mucoepidermoide, metástasis","Mucoepidermoid carcinoma, metastasis"
8440/0,"Cistoadenoma, NEOM","Cystadenoma, NOS"
8440/3,"Cistoadenocarcinoma, NEOM","Cystadenocarcinoma, NOS"
8440/31,"Cistoadenocarcinoma, NEOM - grado I, bien diferenciado","Cystadenocarcinoma, NOS - grade I, well differentiated"
8440/32,"Cistoadenocarcinoma, NEOM - grado II, moderadamente diferenciado","Cystadenocarcinoma, NOS - grade II, moderately differentiated"
8440/33,"Cistoadenocarcinoma, NEOM - grado III, pobremente diferenciado","Cystadenocarcinoma, NOS - grade III, poorly differentiated"
8440/34,"Cistoadenocarcinoma, NEOM - grado IV, indiferenciado","Cystadenocarcinoma, NOS - grade IV, undifferentiated"
8440/39,"Cistoadenocarcinoma, NEOM - grado o diferenciación sin determinar o sin asignar, o no procede","Cystadenocarcinoma, NOS - grade or differentiation not determined or not assigned, or not applicable"
8440/6,"Cistoadenocarcinoma, NEOM, metástasis","Cystadenocarcinoma, NOS, metastasis"
8441/0,"Cistoadenoma seroso, NEOM","Serous cystadenoma, NOS"
8441/2,Carcinoma intraepitelial seroso,Serous intraepithelial carcinoma
8441/21,"Carcinoma intraepitelial seroso - grado I, bien diferenciado","Serous intraepithelial carcinoma - grade I, well differentiated"
8441/22,"Carcinoma intraepitelial seroso - grado II, moderadamente diferenciado","Serous intraepithelial carcinoma - grade II, moderately differentiated"
8441/23,"Carcinoma intraepitelial seroso - grado III, pobremente diferenciado","Serous intraepithelial carcinoma - grade III, poorly differentiated"
8441/24,"Carcinoma intraepitelial seroso - grado IV, indiferenciado","Serous intraepithelial carcinoma - grade IV, undifferentiated"
8441/29,"Carcinoma intraepitelial seroso - grado o diferenciación sin determinar o sin asignar, o no procede","Serous intraepithelial carcinoma - grade or differentiation not determined or not assigned, or not applicable"
8441/3,"Carcinoma seroso, NEOM","Serous carcinoma, NOS"
8441/31,"Carcinoma seroso, NEOM - grado I, bien diferenciado","Serous carcinoma, NOS - grade I, well differentiated"
8441/32,"Carcinoma seroso, NEOM - grado II, moderadamente diferenciado","Serous carcinoma, NOS - grade II, moderately differentiated"
8441/33,"Carcinoma seroso, NEOM - grado III, pobremente diferenciado","Serous carcinoma, NOS - grade III, poorly differentiated"
8441/34,"Carcinoma seroso, NEOM - grado IV, indiferenciado","Serous carcinoma, NOS - grade IV, undifferentiated"
8441/39,"Carcinoma seroso, NEOM - grado o diferenciación sin determinar o sin asignar, o no procede","Serous carcinoma, NOS - grade or differentiation not determined or not assigned, or not applicable"
8441/6,"Carcinoma seroso, NEOM, metástasis","Serous carcinoma, NOS, metastasis"
8442/1,"Tumor borderline seroso, NEOM","Serous borderline tumor, NOS"
8443/0,Cistoadenoma de células claras,Clear cell cystadenoma
8450/0,"Cistoadenoma papilar, NEOM","Papillary cystadenoma, NOS"
8450/3,"Cistoadenocarcinoma papilar, NEOM","Papillary cystadenocarcinoma, NOS"
8450/31,"Cistoadenocarcinoma papilar, NEOM - grado I, bien diferenciado","Papillary cystadenocarcinoma, NOS - grade I, well differentiated"
8450/32,"Cistoadenocarcinoma papilar, NEOM - grado II, moderadamente diferenciado","Papillary cystadenocarcinoma, NOS - grade II, moderately differentiated"
8450/33,"Cistoadenocarcinoma papilar, NEOM - grado III, pobremente diferenciado","Papillary cystadenocarcinoma, NOS - grade III, poorly differentiated"
8450/34,"Cistoadenocarcinoma papilar, NEOM - grado IV, indiferenciado","Papillary cystadenocarcinoma, NOS - grade IV, undifferentiated"
8450/39,"Cistoadenocarcinoma papilar, NEOM - grado o diferenciación sin determinar o sin asignar, o no procede","Papillary cystadenocarcinoma, NOS - grade or differentiation not determined or not assigned, or not applicable"
8450/6,"Cistoadenocarcinoma papilar, NEOM, metástasis","Papillary cystadenocarcinoma, NOS, metastasis"
8451/1,"Cistoadenoma papilar, de malignidad borderline","Papillary cystadenoma, borderline malignancy"
8452/1,Tumor de ovario seudopapilar sólido,Solid pseudopapillary tumor of ovary
8452/3,Neoplasia seudopapilar sólida de páncreas,Solid pseudopapillary neoplasm of pancreas
8452/31,"Neoplasia seudopapilar sólida de páncreas - grado I, bien diferenciado","Solid pseudopapillary neoplasm of pancreas - grade I, well differentiated"
8452/32,"Neoplasia seudopapilar sólida de páncreas - grado II, moderadamente diferenciado","Solid pseudopapillary neoplasm of pancreas - grade II, moderately differentiated"
8452/33,"Neoplasia seudopapilar sólida de páncreas - grado III, pobremente diferenciado","Solid pseudopapillary neoplasm of pancreas - grade III, poorly differentiated"
8452/34,"Neoplasia seudopapilar sólida de páncreas - grado IV, indiferenciado","Solid pseudopapillary neoplasm of pancreas - grade IV, undifferentiated"
8452/39,"Neoplasia seudopapilar sólida de páncreas - grado o diferenciación sin determinar o sin asignar, o no procede","Solid pseudopapillary neoplasm of pancreas - grade or differentiation not determined or not assigned, or not applicable"
8452/6,"Neoplasia seudopapilar sólida de páncreas, metástasis","Solid pseudopapillary neoplasm of pancreas, metastasis"
8453/0,Adenoma mucinoso papilar intraductal,Intraductal papillary mucinous adenoma
8453/2,Neoplasia mucinosa papilar intraductal con displasia de alto grado,Intraductal papillary mucinous neoplasm with high grade dysplasia
8453/21,"Neoplasia mucinosa papilar intraductal con displasia de alto grado - grado I, bien diferenciado","Intraductal papillary mucinous neoplasm with high grade dysplasia - grade I, well differentiated"
8453/22,"Neoplasia mucinosa papilar intraductal con displasia de alto grado - grado II, moderadamente diferenciado","Intraductal papillary mucinous neoplasm with high grade dysplasia - grade II, moderately differentiated"
8453/23,"Neoplasia mucinosa papilar intraductal con displasia de alto grado - grado III, pobremente diferenciado","Intraductal papillary mucinous neoplasm with high grade dysplasia - grade III, poorly differentiated"
8453/24,"Neoplasia mucinosa papilar intraductal con displasia de alto grado - grado IV, indiferenciado","Intraductal papillary mucinous neoplasm with high grade dysplasia - grade IV, undifferentiated"
8453/29,"Neoplasia mucinosa papilar intraductal con displasia de alto grado - grado o diferenciación sin determinar o sin asignar, o no procede","Intraductal papillary mucinous neoplasm with high grade dysplasia - grade or differentiation not determined or not assigned, or not applicable"
8453/3,"Neoplasia mucinosa papilar intraductal, con un carcinoma invasivo asociado",Intraductal papillary mucinous neoplasm with an associated invasive carcinoma
8453/31,"Neoplasia mucinosa papilar intraductal, con un carcinoma invasivo asociado - grado I, bien diferenciado","Intraductal papillary mucinous neoplasm with an associated invasive carcinoma - grade I, well differentiated"
8453/32,"Neoplasia mucinosa papilar intraductal, con un carcinoma invasivo asociado - grado II, moderadamente diferenciado","Intraductal papillary mucinous neoplasm with an associated invasive carcinoma - grade II, moderately differentiated"
8453/33,"Neoplasia mucinosa papilar intraductal, con un carcinoma invasivo asociado - grado III, pobremente diferenciado","Intraductal papillary mucinous neoplasm with an associated invasive carcinoma - grade III, poorly differentiated"
8453/34,"Neoplasia mucinosa papilar intraductal, con un carcinoma invasivo asociado - grado IV, indiferenciado","Intraductal papillary mucinous neoplasm with an associated invasive carcinoma - grade IV, undifferentiated"
8453/39,"Neoplasia mucinosa papilar intraductal, con un carcinoma invasivo asociado - grado o diferenciación sin determinar o sin asignar, o no procede","Intraductal papillary mucinous neoplasm with an associated invasive carcinoma - grade or differentiation not determined or not assigned, or not applicable"
8453/6,"Neoplasia mucinosa papilar intraductal, con un carcinoma invasivo asociado, metástasis","Intraductal papillary mucinous neoplasm with an associated invasive carcinoma, metastasis"
8454/0,Tumor quístico del nódulo auriculoventricular,Cystic tumor of atrio-ventricular node
8460/2,"Tumor borderline seroso, variante micropapilar","Serous borderline tumor, micropapillary variant"
8460/21,"Tumor borderline seroso, variante micropapilar - grado I, bien diferenciado","Serous borderline tumor, micropapillary variant - grade I, well differentiated"
8460/22,"Tumor borderline seroso, variante micropapilar - grado II, moderadamente diferenciado","Serous borderline tumor, micropapillary variant - grade II, moderately differentiated"
8460/23,"Tumor borderline seroso, variante micropapilar - grado III, pobremente diferenciado","Serous borderline tumor, micropapillary variant - grade III, poorly differentiated"
8460/24,"Tumor borderline seroso, variante micropapilar - grado IV, indiferenciado","Serous borderline tumor, micropapillary variant - grade IV, undifferentiated"
8460/29,"Tumor borderline seroso, variante micropapilar - grado o diferenciación sin determinar o sin asignar, o no procede","Serous borderline tumor, micropapillary variant - grade or differentiation not determined or not assigned, or not applicable"
8460/3,Carcinoma seroso de bajo grado,Low grade serous carcinoma
8460/31,"Carcinoma seroso de bajo grado - grado I, bien diferenciado","Low grade serous carcinoma - grade I, well differentiated"
8460/32,"Carcinoma seroso de bajo grado - grado II, moderadamente diferenciado","Low grade serous carcinoma - grade II, moderately differentiated"
8460/33,"Carcinoma seroso de bajo grado - grado III, pobremente diferenciado","Low grade serous carcinoma - grade III, poorly differentiated"
8460/34,"Carcinoma seroso de bajo grado - grado IV, indiferenciado","Low grade serous carcinoma - grade IV, undifferentiated"
8460/39,"Carcinoma seroso de bajo grado - grado o diferenciación sin determinar o sin asignar, o no procede","Low grade serous carcinoma - grade or differentiation not determined or not assigned, or not applicable"
8460/6,"Carcinoma seroso de bajo grado, metástasis","Low grade serous carcinoma, metastasis"
